,title,phone,website,location/lat,location/lng,type
529,Comprehensive Integrated Care - Albuquerque,(505) 932-7112,http://newmexicocic.com/?utm_source=googlemybusiness&utm_medium=gmboffer&utm_term=description&utm_content=albuquerque&utm_campaign=ciclocalsearch,35.1346949,-106.5927901,Medical Facilities
530,Ortega Wellness,(505) 340-0406,https://ortegawellness.com/,35.1599757,-106.5939039,Medical Facilities
531,New Mexico Coalition for Healthcare Quality,(505) 998-9735,,35.1454484,-106.582606,Medical Facilities
532,Presbyterian Urgent Care in Albuquerque on Harper Dr,(505) 823-8888,https://www.phs.org/doctors-services/services-centers/urgent-care/urgent-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_harper_uc__180,35.1537888,-106.584272,Medical Facilities
533,Optum Hand Clinic,(505) 262-7375,http://davitamedgroupnm.com/,35.1695015,-106.5859057,Medical Facilities
534,Presbyterian Occupational Medcn,(505) 823-8450,,35.154105,-106.5845421,Medical Facilities
535,Lynx Healthcare,(505) 933-7799,http://lynx.healthcare/,35.1656803,-106.6001904,Medical Facilities
536,Romero Family Medicine LLC,(505) 881-1229,http://romerofamilymedicine.com/,35.1340463,-106.5925141,Medical Facilities
537,Optum Primary Care,(505) 262-3212,https://abqhp.com/Clinic/6,35.1697396,-106.5859385,Medical Facilities
538,Orthopaedic Specialties Clinic,(505) 272-1623,,35.0881912,-106.6190589,Medical Facilities
539,"Dr. Valerie Carrejo, MD",(505) 272-1734,http://unmmg.org/findadoc/details.cfm?DocKey=1639218647,35.0903007,-106.6188717,Medical Facilities
540,Unm Department of Surgery,(505) 272-6487,http://surgery.unm.edu/,35.0877173,-106.6180935,Medical Facilities
541,Women's Pregnancy Options,(505) 620-3894,https://www.pregnantabq.com/,35.0847993,-106.5865612,Medical Facilities
542,Modern Vascular,(505) 278-9160,https://modernvascular.com/clinics/albuquerque/,35.094803,-106.5588663,Medical Facilities
543,UNM Neurology Center,(505) 272-3160,http://hospitals.unm.edu/neurology/index.html,35.0888777,-106.6175892,Medical Facilities
544,Sleep Therapy Solutions,,,35.0867103,-106.5890196,Medical Facilities
545,Driggers Suzette,(505) 884-3180,,35.1070669,-106.5647141,Medical Facilities
546,"Robert W Townsend, PhD, LPCC",(505) 275-4971,https://www.facebook.com/ProfessionalCounselingSocialWork/,35.131938,-106.5969798,Medical Facilities
547,UNM Women's and Children's Health Center,(505) 272-2245,https://hsc.unm.edu/health/patient-care/womens-health/locations.html,35.1072957,-106.5321237,Medical Facilities
548,New Mexico Pain Associates,(505) 633-4141,https://www.nmpainassociates.com/,35.1328531,-106.5920675,Medical Facilities
549,Hope Krasner,(505) 363-0250,,35.1380685,-106.5823345,Medical Facilities
550,Advanced Allergy Associates of New Mexico Inc.,(505) 237-2574,http://www.allergynm.com/,35.1283404,-106.5848174,Medical Facilities
551,Sunset Detox,(575) 366-2953,http://sunriselanguageschool.com/,35.1283559,-106.5839614,Medical Facilities
552,Simply Salud,(505) 266-0888,http://www.simplementesalud.com/,35.0780906,-106.5997194,Medical Facilities
553,"Umoja Behavioral Health, P.C.",(505) 633-8173,http://umojawellness.com/,35.118045,-106.6033967,Medical Facilities
554,quest laboratory,(505) 225-7365,,35.0759241,-106.5873016,Medical Facilities
555,"Dr. Andru Ziwasimon Zeller, MD",(505) 266-0888,http://www.simplysalud.com/,35.0780906,-106.5997194,Medical Facilities
556,PRP Injections Clinic,,https://albuquerque.prpinject.com/,35.091405,-106.5899969,Medical Facilities
557,"Quantum Behavioral Health, LLC",(505) 373-1191,http://www.quantumbh.com/,35.1151618,-106.568521,Medical Facilities
558,Albuquerque Nephrology Associates,(505) 600-2511,http://abqneph.com/,35.128645,-106.6179862,Medical Facilities
559,Innova Vein & Vascular,(505) 924-5840,http://www.innovavein.com/,35.1293543,-106.5912652,Medical Facilities
560,osteoporosis foundation of new mexico,(505) 857-3956,http://www.ofnm.org/contact,35.1305012,-106.5915028,Medical Facilities
561,Saint Christopher Incorporated,(505) 821-1146,,35.1136185,-106.5859846,Medical Facilities
562,Desert Health Acupuncture and Massage,,,35.1228706,-106.6053922,Medical Facilities
563,Weight Management Clinic LLC,(505) 889-4587,http://www.romeroweightmanagement.com/,35.1186079,-106.6035334,Medical Facilities
564,Nob Hill Community Acupuncture,(505) 232-2870,http://www.nobhillca.com/,35.0787772,-106.5978091,Medical Facilities
565,"Virginia A. Waldorf, PHD",(505) 265-1711,http://www.albuquerque.va.gov/,35.0551931,-106.5816425,Medical Facilities
566,East West Acupuncture Clinic,(505) 265-6206,http://www.eastwest-acupuncture.com/,35.0796356,-106.5925391,Medical Facilities
567,Presbyterian Internal Medicine in Albuquerque on San Mateo Blvd,(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_sanmateo_pcpintmed__088,35.0736339,-106.5870574,Medical Facilities
568,UNM Adult Asthma Clinic,(505) 272-3840,http://unmmg.org/,35.0879816,-106.6172609,Medical Facilities
569,University New Mexico Pain Clinic,(505) 925-4431,https://unmhealth.org/services/pain-management/,35.0888777,-106.6175892,Medical Facilities
570,Pima Medical Institute Community Dental Clinic,(505) 875-8555,https://pmi.edu/dental-clinic/,35.1046726,-106.5944975,Medical Facilities
571,ABQ Regenerative Medicine,(505) 259-1812,,35.0891195,-106.5800294,Medical Facilities
572,Dr. Favia's Diagnosis Education Clinic,,http://www.drfavia.com/,35.1023678,-106.6143573,Medical Facilities
573,Surgical Preparation Program,(505) 260-4330,,35.0941817,-106.5682001,Medical Facilities
574,Acupuncture and Herb Clinic,(505) 888-6208,http://abqacuherb.com/,35.1305989,-106.5767993,Medical Facilities
575,ABQ Cosmetic Center,(505) 883-7525,,35.1296163,-106.5857385,Medical Facilities
576,Esperanza Mental Health,(505) 453-2225,http://www.esperanzamentalhealth.com/,35.1150472,-106.6045072,Medical Facilities
577,Exosome Therapy Clinic,,https://albuquerque.exosomescells.com/,35.1151656,-106.6142488,Medical Facilities
578,ABQ Behavioral Services,(505) 884-7873,,35.1159853,-106.5685731,Medical Facilities
579,New Mexico Behavioral Health resources,(505) 888-1362,,35.1305012,-106.5915028,Medical Facilities
580,Albuquerque Surgical Consultants,(505) 998-7874,,35.1309733,-106.5992498,Medical Facilities
581,Zentral Wellness,(505) 266-0881,http://www.zentralabq.com/,35.0800096,-106.5996554,Medical Facilities
582,UNMH Cardiology Outpatient Clinic,(505) 272-2273,http://medicine.unm.edu/,35.0881912,-106.6190589,Medical Facilities
583,Albuquerque Midtown Public Health Office,(505) 841-4100,https://nmhealth.org/location/public/,35.1076613,-106.6065327,Medical Facilities
584,Marijuana Cards & Recreational Marijuana Dispensary,(505) 299-7873,http://www.medicalcannabisprogram.com/,35.0979124,-106.5866522,Medical Facilities
585,Carla Franco,(505) 881-4012,https://nmfamilyclinic.com/,35.1293801,-106.5713512,Medical Facilities
586,Exosome Therapy Clinic,,https://albuquerque.exosome-therapy.online/,35.0908235,-106.5840002,Medical Facilities
587,STD Aware Albuquerque,,,35.130161,-106.561203,Medical Facilities
588,Indian Health Service Telebehavioral Health Center of Excellence (TBHCE),(505) 248-4000,https://www.ihs.gov/telebehavioral/,35.0879191,-106.6145818,Medical Facilities
589,Zoneddy Dayao,(505) 272-0572,https://hsc.unm.edu/directory/dayao-zoneddy-cc.html,35.0881658,-106.6173752,Medical Facilities
590,"UNM Health System,Forensic Comprehensive Community Support Services",(505) 925-4353,,35.0882379,-106.588299,Medical Facilities
591,Optum Gastroenterology & Endoscopy,(505) 262-7174,https://abqhp.com/Clinic/19,35.057986,-106.5813804,Medical Facilities
592,"NM Spirit of Wellness ~ Medical Wellness & MedSpa. Clean, Green Medicine Of The Future Today",,http://nmspiritofwellness.com/,35.0792254,-106.6136751,Medical Facilities
593,Student Health & Counseling (SHAC),(505) 277-3136,http://shac.unm.edu/,35.0830389,-106.6183994,Medical Facilities
594,"Dr Gresa Sylejmani, DO | Presbyterian Internal Medicine | Primary Care",(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_sylejmani_1710482294,35.0736339,-106.5870574,Medical Facilities
595,Salubrio Natural Healthcare,(505) 573-4325,http://www.salubrio.net/,35.0636485,-106.6045755,Medical Facilities
596,Alexandra Kazaras,(505) 248-2990,,35.0886131,-106.5878262,Medical Facilities
597,Health Science CTR,(505) 272-4661,http://hsc.unm.edu/,35.0878418,-106.6165744,Medical Facilities
598,William K Summers,(505) 878-0192,,35.1049553,-106.5768349,Medical Facilities
599,Cannabis Cards & Renewals Zia Health & Wellness,(505) 818-4376,http://nm420card.com/,35.0979124,-106.5866522,Medical Facilities
600,TheDoc@RGreenleaf,(505) 200-9562,http://www.rgreenleaf.com/thedoc,35.108864,-106.5934644,Medical Facilities
601,UNM-HSC,(505) 272-1734,https://hsc.unm.edu/,35.0903007,-106.6188717,Medical Facilities
602,Sage Specialty Care,(505) 369-7200,http://www.sagespecialtycare.com/,35.1070289,-106.5653793,Medical Facilities
603,Keean Medical Group,(505) 938-3990,,35.1253206,-106.6036717,Medical Facilities
604,New Mexico Osteoporosis Center,(505) 888-0035,,35.1295794,-106.5858471,Medical Facilities
605,NM Independent Medical Evaluations,(505) 830-4463,http://www.nmime.com/,35.1179871,-106.6034386,Medical Facilities
606,Lovelace Medical Group,(505) 727-7800,https://lovelacemedicalgroup.com/,35.1314177,-106.5914547,Medical Facilities
607,"Envision Integrated Healthcare, LLC",(505) 821-4325,,35.1180097,-106.603384,Medical Facilities
608,Bamboo Grove Chinese Medicine Clinic,(505) 489-9906,http://www.ycgf.org/YCGF_NMB/YCGF_NMB_Bamboo.html,35.0805529,-106.5777457,Medical Facilities
609,Continuum Of Care Project,(505) 925-2350,http://coc.unm.edu/,35.0541014,-106.6195801,Medical Facilities
610,Albuquerque Treatment Services,(505) 262-1538,http://nmts.us/,35.0767249,-106.5848383,Medical Facilities
611,UNM Young Children's Health Center (YCHC),(505) 272-9242,https://www.cabq.gov/family/services/health-social-services/east-central,35.0730182,-106.5639196,Medical Facilities
612,"Dr Salah Mahmoud, MD | Presbyterian Internal Medicine | Primary Care",(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_mahmoud_1265912828,35.0736339,-106.5870574,Medical Facilities
613,All Nations Wellness and Healing Center,(505) 717-2704,http://www.fnch.org/,35.0724195,-106.5756815,Medical Facilities
614,"Dr. Stephen Sproul, MD",(505) 777-3002,https://www.oakstreethealth.com/doctors/dr-stephen-sproul-md?utm_source=listings&utm_vpf=rep,35.073452,-106.5844594,Medical Facilities
615,"Sharon D. Graff, MA",(505) 265-1711,http://www.albuquerque.va.gov/,35.055134,-106.577652,Medical Facilities
616,New Mexico Integrated Services,(505) 880-8887,https://weence.com/medical/doctors/albuquerque/new-mexico-integrated-services/,35.1319012,-106.5684185,Medical Facilities
617,Lovelace Carlisle Family Practice,(505) 888-8500,http://www.abqhp.com/,35.1251346,-106.604558,Medical Facilities
618,Duke City Occupational Medicine,(505) 228-2108,https://www.dukecityoccupationalhealthcare.com/,35.1186036,-106.6046785,Medical Facilities
619,Mayimrapha Comprehensive Healthcare LLC,(505) 881-5307,http://www.mayimrapha.com/,35.1314468,-106.5966283,Medical Facilities
620,First Health Inc,(505) 816-6885,http://1sthealthinc.com/,35.114048,-106.5860366,Medical Facilities
621,Adler Medical Center,(505) 883-8099,http://www.adlerfamilypractice.com/,35.1324719,-106.5981929,Medical Facilities
622,Mountain View Family Medicine,(505) 884-0079,http://mountainviewnm.com/,35.1304803,-106.5915097,Medical Facilities
623,Cigna HealthCare,(888) 244-6264,http://www.cigna.com/,35.1004385,-106.5710204,Medical Facilities
624,Presbyterian Anticoagulation Services in Albuquerque on San Mateo,(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_sanmateo_anticoag,35.0736339,-106.5870574,Medical Facilities
625,"Jenna L. Hansche, Physician",(505) 272-5885,,35.0739086,-106.5629659,Medical Facilities
626,General Internal Medicine,(505) 256-2727,,35.0557219,-106.5784348,Medical Facilities
627,Maita Zapata Angel S,(505) 262-2481,http://www.fnch.org/,35.0725029,-106.5833926,Medical Facilities
628,"Vincent Muller, Physician",(505) 265-1711,http://www.albuquerque.va.gov/,35.0550228,-106.5813344,Medical Facilities
629,"Rober D. Brugger, Physician",(505) 265-1711,http://www.albuquerque.va.gov/,35.0550228,-106.5813344,Medical Facilities
630,Dr. Bette Allen,(505) 503-8806,,35.0972753,-106.5320555,Medical Facilities
631,Yan Wang Chinese Natural Clinic,(505) 299-6299,,35.1088731,-106.5571376,Medical Facilities
632,Precision Infusion,(505) 238-8238,http://www.precisionhc.com/,35.1737477,-106.5896513,Medical Facilities
633,RedRiver Health And Wellness Center,(505) 247-1000,http://www.redriverhealthandwellness.com/,35.1718273,-106.5594084,Medical Facilities
634,East Mountain Hearing and Balance,(505) 217-0912,,35.1753195,-106.5536937,Medical Facilities
635,"Dr Anthony Umpierre, MD | Adult & Geriatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_umpierre_1467412262,35.093671,-106.551088,Medical Facilities
636,MD Injury Relief Clinic,(505) 246-9190,,35.1172662,-106.6075477,Medical Facilities
637,"Dr Marita Campos-Melady, PhD | Adult & Geriatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_campos-melady_1700286457,35.0936713,-106.5510875,Medical Facilities
638,Modern Pain & Spine,(505) 800-7246,https://www.modernpainspine.com/?utm_source=gmb_auth,35.0979897,-106.5150842,Medical Facilities
639,Presbyterian Healthplex in Albuquerque on Forest Hills Dr,(505) 823-8399,https://www.phs.org/doctors-services/services-centers/supporting-services/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_foresthills_healthplex,35.1581415,-106.5799446,Medical Facilities
640,Monarch Psychiatry,(505) 582-2180,http://www.monarchpsychiatrynm.com/,35.1762953,-106.5674764,Medical Facilities
641,Presbyterian Pulmonary Rehabilitation in Albuquerque at Presbyterian Healthplex,(505) 823-8420,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/pulmonary-rehab/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_pulmo__282,35.1582251,-106.5798959,Medical Facilities
642,Dr. James Bloom,(505) 291-2402,https://weence.com/medical/doctors/albuquerque-new-mexico/dr-james-bloom/,35.0941397,-106.553789,Medical Facilities
643,"Marissa Borrello, PsyD | Adult & Geriatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_borrello_1023484755,35.0936713,-106.5510875,Medical Facilities
644,Family Dental Health Care,(505) 872-4444,,35.0813046,-106.5506687,Medical Facilities
645,New Mexico Podiatric Medical Association,(505) 797-1001 ext. 116,http://www.newmexicopodiatry.org/Contact,35.174692,-106.5525299,Medical Facilities
646,Presbyterian Occupational Therapy in Albuquerque at Presbyterian Healthplex,(505) 823-8350,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/occupational-therapy/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_occtherapy__280,35.1582251,-106.5798959,Medical Facilities
647,New Mexico Cancer Center,(505) 842-8171,https://nmcancercenter.org/appointments/,35.1740022,-106.5900605,Medical Facilities
648,Presbyterian Pediatrics in Albuquerque on Pan American Fwy,(505) 823-8282,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_panam_pcppeds_200,35.1548602,-106.5860841,Medical Facilities
649,House of Sanjevani Integrative Medicine Health & Lifestyle Center,(505) 821-6300,http://www.sanjevani.net/,35.1760749,-106.5396727,Medical Facilities
650,Presbyterian Fitness in Albuquerque at Presbyterian Healthplex,(505) 823-8300,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/fitness/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_fitness__279,35.1582251,-106.5798959,Medical Facilities
651,Allergy Partners of Albuquerque,(505) 856-2735,http://www.allergypartners.com/albuquerque,35.183397,-106.568414,Medical Facilities
652,Health Care Associates PA,(505) 294-5486,,35.116915,-106.551351,Medical Facilities
653,Holistic Medical Clinic- Angelique Hart Md,(505) 433-2267,http://www.holistichealing.care/,35.1032634,-106.5148843,Medical Facilities
